PoseIndex,X,Y,Theta
0,5.023786349417217,8.039276372085773,-0.0027639342396274446
1,6.023849036828789,8.036493871347664,-0.003153429634764672
2,7.023562337413149,8.033328971401835,-0.0033133121737636655
3,8.023010286178163,8.030001626646596,-0.003132117938397322
4,9.022203795441081,8.02685548514816,-0.0026116135187078072
5,10.021255704498792,8.024233583102077,-0.0019695344162447624
6,11.020238049778104,8.022258195969359,-0.0013967592487743692
7,12.019151946665156,8.020858601072465,-0.0009479821734387002
8,13.017997674796227,8.01990919137926,-0.000577686108183045
9,14.016834843689916,8.019331402946094,-0.00029001786336198775
10,15.01570187621328,8.019042473761258,-0.00012306462281504692
11,16.014556702211785,8.018919780848362,2.678696227102943e-05
12,17.013487674742372,8.01894726171052,0.0001483754586201649
13,18.012485018526487,8.019096423640583,0.00024815604478223334
14,19.011529599557857,8.019345236043444,0.00034912698184442434
15,20.010668885119586,8.019695784977715,0.0003874207332947975
16,21.009900795335266,8.02008412078966,0.00041500595790849035
17,22.009184852504667,8.020499278061564,0.0005076146623623387
18,23.00864887885648,8.02100776040859,0.0006152822982160215
19,24.008243791071983,8.021624409905177,0.0007148305113644722
20,25.007983193378227,8.0223419486934,0.0006994037979578832
21,26.007789260773503,8.02304318894401,0.0006509302745525054
22,27.007624143101935,8.023695177712211,0.0006282398996101104
23,28.007519551264057,8.024324251777271,0.0006334573164527412
24,29.007411378413014,8.02495837013226,0.0006568467456333245
25,30.007270247223964,8.025615848715269,0.0006756420366801496
26,31.007127573379613,8.026292679472954,0.0005995565601015463
27,32.006978412711454,8.026891936801153,0.0005086827949883565
28,33.00676359182381,8.027399238214716,0.0004511479995604824
29,34.0065092180834,8.02784845915291,0.0004434112151341602
30,35.006234333233266,8.028289774566199,0.0004858807819999589
31,36.00594292995223,8.028773777962138,0.0005556475523445696
32,37.00563466218909,8.029328148937608,0.000595537406839466
33,38.00528477601991,8.029923249681834,0.0005146199268763786
34,39.00493102996276,8.03043622072855,0.0004027932474208767
35,40.00451381313814,8.030836766261276,0.0003063613233338293
36,41.004088424627795,8.03114098732439,0.00022777969208942172
37,42.00363272366411,8.031366940203977,0.00017748454181241657
38,43.003157981170446,8.031543462159826,0.0001370075368398837
39,44.002644234958225,8.031680379110046,0.00010764717012516639
40,45.00213866672245,8.031788969870126,8.300878708327199e-05
41,46.00158039699049,8.031873807061174,6.305891205616435e-05
42,47.00101388984166,8.031939306206905,4.356199055166551e-05
43,48.0004532018664,8.031985302611835,2.8655507906795793e-05
44,48.99986505446493,8.032015826781217,1.534940266367533e-05
45,49.99929292517896,8.03203192099856,-1.0206484521726291e-06
46,50.998698589450406,8.032030080875531,-1.5914558767129765e-05
47,51.99810062737028,8.032011934846462,-3.4933294429210036e-05
48,52.99751617454323,8.031973644996643,-5.430359412704324e-05
49,53.99693419556709,8.031915463254833,-7.034028199223766e-05
50,54.99637184500325,8.031841443706242,-8.620731802529665e-05
51,55.995819457041115,8.031752269627148,-0.00010572644575830461
52,56.99526814092282,8.03164457607451,-0.00013307429967175367
53,57.994762128050496,8.031510544316577,-0.0001670319900553548
54,58.99424151961545,8.03134355249396,-0.00021521194361861416
55,59.99375254723797,8.031129064365098,-0.0002746732611100488
56,60.99327790804694,8.030855725502127,-0.00036071085659933696
57,61.992846913689604,8.030496390924748,-0.00046007603796822065
58,62.99241941899218,8.030037480958667,-0.0005550797820562909
59,63.992049342544476,8.029482699694931,-0.0005696286560404145
60,64.99168685957697,8.02891359028848,-0.0005190616641327999
61,65.99135732418638,8.028395784288753,-0.00046345422576697914
62,66.99103967923757,8.02793398652007,-0.00044378383663112376
63,67.99075195623602,8.027491806876117,-0.00047800319032384074
64,68.99048076767566,8.027014882746132,-0.0005563392260124646
65,69.99024675120184,8.026458742436109,-0.000646010585286975
66,70.990077440335,8.025811627275091,-0.0006671625387643716
67,71.98991956691363,8.025143105602158,-0.0006206736456061119
68,72.98971374995094,8.024521763692725,-0.0005889072228230869
69,73.98948610441977,8.023932254185292,-0.0005988214243923244
70,74.98926975781644,8.023332400441538,-0.0006269617309703779
71,75.98902059155823,8.022703998326234,-0.0006430256357163562
72,76.98868983484297,8.022059087394437,-0.0006040609700472243
73,77.98829294218261,8.021453074402233,-0.0004940702352003889
74,78.98777559767338,8.02095808659743,-0.0003912920319180668
75,79.98716572407136,8.020566139472292,-0.0003021380698427848
76,80.9864111044053,8.020263883316492,-0.0002630807325881799
77,81.98563349619134,8.019999649878951,-0.0001691260516971383
78,82.98478817178518,8.0198295765125,-2.787109875237269e-05
79,83.98390948715445,8.019801189054592,0.00013932862897296673
80,84.98295758216206,8.019940688113717,0.0002931893206072935
81,85.98200988938864,8.020233809202415,0.000487790117622321
82,86.98107620931805,8.020721545493581,0.0007669392222208494
83,87.98016087678165,8.021489565678927,0.0010945291180278222
84,88.97927024983646,8.022587364356644,0.0013610794399810246
85,89.97844550800322,8.023953900676242,0.0014686288040230882
86,90.977755991849,8.025429515618958,0.0013600030499927689
87,91.97720719547095,8.026798443574393,0.0008721213606879052
88,92.9768664313737,8.027678279392344,7.959201819480822e-06
89,93.97671129521777,8.027689750489895,-0.001097396222506559
90,94.9767137075843,8.026359573129467,1.569249848784446
91,94.97826675788242,9.02557830218631,1.569229693658259
92,94.97983791614274,10.024755102008374,1.5694398872633768
93,94.9811975040758,11.023970383749543,1.5697889457676497
94,94.9822089061701,12.023238694368855,1.5703624290575204
95,94.98264669843279,13.02272553388126,1.5712806631630423
96,94.98278942203478,13.022713110993342,-3.1400705126770743
97,93.98302944164591,13.021180622631558,-3.1397222825518645
98,92.9833664570098,13.01930002708096,-3.139839502212357
99,91.9837805059256,13.01754000103014,-3.1402458767321098
100,90.98422620423283,13.016190356069018,-3.1406970170415067
101,89.98470514703618,13.015294123589408,-3.14104898645617
102,88.985238649833,13.014750264721961,-3.141345839291097
103,87.98579272185287,13.014503979720264,-3.1415854681649003
104,86.98633470323882,13.014498268405964,3.1414776376095017
105,85.98689658489555,13.01461406861288,3.141358957517562
106,84.98743717932709,13.01484932074643,3.1413170628312823
107,83.98799334182222,13.01512585652287,3.141259459945131
108,82.98852722533167,13.0154597532939,3.141173406038714
109,81.9890079927343,13.015880374730337,3.141086394898061
110,80.98943513501372,13.01638814069147,3.1409991228873624
111,79.98981410451917,13.016983014736603,3.140862194849712
112,78.99011029256526,13.017714542849724,3.140678062656146
113,77.99029574863253,13.018631804272168,3.140497022967845
114,76.99033533936482,13.019730487919748,3.1404650391388946
115,75.99034310353815,13.020861969808642,3.140503163440363
116,74.9903580679,13.021954218291102,3.140527285955392
117,73.99034766427737,13.023022639811662,3.140555434701495
118,72.99034660310478,13.024061575502529,3.1405972367602772
